Formation,Offre initiale ,Offre de taille fixe,Descripteur offre
RICM,"Partenaire
Stage - Intelligence artificielle pour le placement de réseaux de capteurs multistatiques (H/F)
Thales
Stage (De 4 à 6 mois)Limours (France)Publiée le 1 Février 2018
Début
01 déc.
Expérience
Etudiant / Jeune diplomé
Fonction
Développement Informatique
Secteurs
Aéronautique, Défense, SSII / Informatique, Télécoms, Bureau d'études, Ingénierie, Transport / Logistique
Type d'entreprise
Grande entreprise

Descriptif de la societé : QUI SOMMES-NOUS ? Rejoignez Thales, leader mondial des technologies de sûreté et de sécurité pour les marchés de l'Aérospatial, du Transport, de la Défense et de la Sécurité. Fort de 64 000 collaborateurs dans 56 pays, le Groupe bénéficie d'une implantation internationale qui lui permet d'agir au plus près de ses clients, partout dans le monde. L'activité Systèmes terrestres et aériens conçoit des systèmes, des équipements, des capteurs et des services pour le contrôle du trafic aérien civil et militaire, la défense aérienne ainsi que le combat naval et terrestre. Au cœur de l'Essonne, le site de Limours réunit plus de 900 collaborateurs travaillant de la conception des solutions à la recette avec les clients, en passant par la production, des radars de surface. Ce site a connu ces dernières années de grandes évolutions et continue à s'adapter aux besoins des clients en termes de surveillance du ciel et de zones sensibles. La Direction Radar Concept Avancés recherche un/une stagiaire en Intelligence artificielle pour le placement de réseaux de capteurs multistatiques (H/F) Basé(e) à Limours. Description du poste : CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLE : 
Dans le cadre de la modernisation des moyens de détections de menace, Thales cherche à réaliser un système d'aide au placement et à la configuration de réseaux de capteurs multistatiques. 

Ces réseaux sont formés de capteurs, positionnés en vue de former des barrières de détection de menaces, dont l'efficacité doit être optimisée. Ces réseaux de capteurs peuvent prendre la forme de bouées sonar ou d'antennes radar, selon le contexte et servir à détecter des menaces sous-marines ou aériennes, respectivement.

Le cœur de ce système est un problème d'optimisation mathématique où l'on cherche une stratégie de configuration et de placement permettant de maximiser la probabilité de détection du réseau de capteur tout en respectant des contraintes systémiques et environnementales. 

Ce problème se modélise en trois parties : 

1) un problème de planification de déplacement modélisant des trajectoires d'évitement du mobile détecté ;
2) un modèle de théorie des jeux modélisant les relations entre le détecteur et le détecté ;
3) un problème d'optimisation modélisant la configuration du réseau de capteurs.

En nous rejoignant, vous vous verrez confier les missions suivantes : • étudier la modélisation du problème posé ;
* comprendre les algorithmes mis en jeu dans sa résolution ;
* modéliser les différents sous-problèmes ;
* mettre en œuvre les solveurs existants pour les résoudre.

La perspective de rejoindre un Groupe innovant vous motive ? Alors rejoignez-nous en postulant à cette offre. Vous souhaitez en savoir plus sur les activités Systèmes terrestres et aériens ? Cliquez ici. Profil recherché : QUI ETES-VOUS ? 
De formation ingénieur ou universitaire en Bac+5 ?

Vous êtes en spécialité informatique et/ou mathématiques appliquées ?

Vous avez des connaissances en informatique et en statistiques ?

...Mais également en programmation C++ et/ou Python ?

Ce sujet traitant essentiellement de modélisation, il demande des bonnes compétences en mathématiques appliquées. 
Niveau d'études : Bac +5 Expérience professionnelle : Inférieur à 6 mois Début du contrat : 01-12-18 Durée du contrat : 6 mois",,
RICM,"Partenaire
[Stage] - Sécurisation des données via la blockchain (H/F)
Thales
Stage (De 4 à 6 mois)Massy (France)Publiée le 1 Février 2018
Début
01 déc.
Expérience
Etudiant / Jeune diplomé
Fonction
Développement Informatique
Secteurs
Aéronautique, Défense, SSII / Informatique, Télécoms, Bureau d'études, Ingénierie, Transport / Logistique
Type d'entreprise
Grande entreprise

Descriptif de la societé : QUI SOMMES-NOUS ?

Rejoignez Thales, leader mondial des technologies de sûreté et de sécurité pour les marchés de l'Aérospatial, du Transport, de la Défense et de la Sécurité. Fort de 64 000 collaborateurs dans 56 pays, le Groupe bénéficie d'une implantation internationale qui lui permet d'agir au plus près de ses clients, partout dans le monde. L'activité Systèmes terrestres et aériens conçoit des systèmes, des équipements, des capteurs et des services pour le contrôle du trafic aérien civil et militaire, la défense aérienne ainsi que le combat naval et terrestre. Le site de Massy est leader dans les systèmes de commandement et de contrôle des opérations aériennes et les systèmes radars de défense aérienne. Le Centre de Compétences logiciel Data Links & Monitoring (CLDM) recherche un/une stagiaire afin de travailler sur la sécurisation des données via le blockchain (H/F) Basé(e) à Massy (91) Description du poste : CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLE : 
Thales Air Operations est spécialisé dans le développement de centres de contrôle et de commandement aérien. Les différents systèmes tracent les évènements pouvant survenir durant le fonctionnement (pannes, actions utilisateurs, suspicions d'intrusions, …). Nous souhaitons pouvoir garantir l'immutabilité de ces données à travers une blockchain en réseau privé.
Sur le site de Massy, vous intégrerez le service de développement logiciel CLDM spécialisé dans les liaisons de données, la supervision, les communications, l'archivage et la restitution de données.
Vous aurez l'occasion de travailler dans une équipe en utilisant les méthodes de développement en AGILE, et participerez : à l'étude du besoin, à la planification des tâches, et au développement des composants logiciels.
En nous rejoignant, vous aurez comme principale mission de réaliser un Proof Of Concept : 
* d'une blockchain décentralisée permettant d'assurer l'intégrité et l'immutabilité des données 
* d'une dApp (application décentralisée) permettant de l'explorer.

Vous participerez à toutes les étapes du développement dans un processus AGILE, et serez force de proposition dans l'utilisation de nouvelles méthodes, technologies et bonne pratiques.
La perspective de rejoindre un Groupe innovant vous motive ? Alors rejoignez-nous en postulant à cette offre.
Vous souhaitez en savoir plus sur les activités de Thales ? Cliquez ici. Profil recherché : QUI ETES-VOUS ? * De formation ingénieur ou équivalent (Bac +5), vous recherchez un stage de 6 mois ?
* Vous avez de bonnes connaissances des langages C++ et Go ?
* Vous connaissez les outils Git et Bitbucket ?
* Un intérêt pour le domaine des blockchains serait fortement apprécié.
* Vous disposez d'un bon niveau d'anglais ?
* Dynamique et autonome, on vous reconnaît un bon relationnel et des capacités d'adaptation ?


Niveau d'études : Bac +5 Expérience professionnelle : Inférieur à 6 mois Début du contrat : 01-12-18 Durée du contrat : 6 mois",,
RICM,"Partenaire
Stage : Développement d'un Service IHM de mesures H/F
Thales
Stage (De 4 à 6 mois)Brest (France)Publiée le 1 Février 2018
Début
Dès que possible
Expérience
Etudiant / Jeune diplomé
Fonction
Développement Informatique
Secteurs
Aéronautique, Défense, SSII / Informatique, Télécoms, Bureau d'études, Ingénierie, Transport / Logistique
Type d'entreprise
Grande entreprise

Descriptif de la societé : QUI SOMMES-NOUS ? Rejoignez Thales, leader mondial des technologies de sûreté et de sécurité pour les marchés de l'Aérospatial, du Transport, de la Défense et de la Sécurité. Fort de 64 000 collaborateurs dans 56 pays, le Groupe bénéficie d'une implantation internationale qui lui permet d'agir au plus près de ses clients, partout dans le monde. L'activité Systèmes de missions de défense fournit des équipements, des solutions et des services liés aux systèmes de combat électroniques, de surveillance et de reconnaissance, de combat naval, de surface et de lutte sous la mer. Le site de Brest développe et intègre des systèmes et équipements de patrouille et surveillance maritimes, de guerre électronique navale, aéroportée et terrestre. Sont également implantés les centres de préparation et de restitution de mission ainsi que les activités de soutien et service client associées pour des programmes export. L'Équipe Soutien Service Client recherche un/une Stagiaire (H/F) Basé(e) à Brest. Description du poste : CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLE : En nous rejoignant, vous vous verrez confier les missions suivantes : 

* Concevoir un service en charge de gérer l'IHM. Le service doit être capable d'afficher des données et d'interagir avec l'utilisateur. 

* Spécifier le service en s'appuyant sur les architectes, notamment en standardisant les API,

* Implémenter le service,

* Vérifier son fonctionnement via un TPS de démonstration. 

La perspective de rejoindre un Groupe innovant vous motive ? Alors rejoignez-nous en postulant à cette offre. Vous souhaitez en savoir plus sur les activités Systèmes de missions de défense ? Cliquez ici. Profil recherché : QUI ETES-VOUS ? 
Vous êtes en 3ème année d'école ingénieur en informatique industrielle ?

Vous avez des connaissances solides sur l'environnement Windows, langage C, ainsi que Java ?

Niveau d'études : Bac +5 Expérience professionnelle : Inférieur à 6 mois Début du contrat : 01-02-18 Durée du contrat : 6 mois",,
GEO,"STAGE DE FIN D'ÉTUDE 2018
Proposition de stage 2018
Simplification des approches de calcul pour les ouvrages du laboratoire souterrain de
l'Andra (CMHM)
Contexte
Depuis 2000, l'Andra (Agence Nationale pour la Gestion
des Déchets Radioactifs) dispose d'un laboratoire souter-
rain en France, à Bure entre la Meuse et la Haute-Marne,
à 500 m sous terre (CMHM). Ce laboratoire permet de tes-
ter in situ les propriétés de la couche d'argilite dans la-
quelle les déchets radioactifs français les plus dangereux
seront potentiellement stockés dans le futur. Ce labora-
toire permet également de tester les méthodes de creuse-
ment, les différents soutènements et le comportement des
galeries à cette profondeur. Plusieurs chantiers se sont
succédés au fond depuis 2000 ; la prochaine étape est la
lancement d'une nouvelle phase de travaux en 2019 ap-
pelée ""Chantier 4"".
Méthodes de calcul actuelles
Actuellement, les ouvrages du laboratoire sont dimension-
nés en utilisant une loi de comportement complexe, issue
des recherches scientifiques de pointe menées depuis
plus de dix ans sur l'argilite de l'Est de la France. Cette loi
est difficile à manipuler et, en outre, possède quelques im-
perfections pour modéliser le comportement des galeries
dans les deux directions de creusement privilégiées par l'Andra. Du point de vue ingénierie, ce double constat n'est
pas complètement satisfaisant dans le cadre du dimensionnement des galeries du Chantier 4.
Travail de simplification
En 2016 et 2017 plusieurs bureaux d'études français ont commencé à travailler sur la simplification des approches
de calcul. Leurs travaux ont permis d'exploiter la très bonne connaissance du comportement du rocher autour des
galeries depuis 17 ans d'observations au laboratoire. Sur la base des mesures faites in situ, ils ont proposé une
approche qui intègre plusieurs comportements simples, pour les combiner et rendre compte avec succès des phé-
nomènes complexes.
Ces approches simplifiées en 2D ont été publiées en 2017. Le stage proposé par BG consistera à :
Étudier ces approches et se les approprier ;
Réaliser un calage des paramètres des lois simplifiées sur la base des derniers retours d'expérience ;
Confronter les résultats numériques aux observations de terrain ;
Généraliser la méthode pour des galeries de section plus importante et pour des calculs 3D.
Détails sur le stage
Le ou la stagiaire sera basé à Lyon, dans les locaux de BG Ingénieurs Conseils. Des déplacements à Aix-les-Bains
et à Bure, au laboratoire souterrain, sont à prévoir.
Les indemnités de stage sont à discuter.
Le ou la stagiaire devra être intéressé par les approches de calcul numériques (éléments finis), les applications
concrètes pour l'ingénierie des travaux souterrains et devra présenter une certaine autonomie. Il ou elle devra avoir
des base de géotechnique et de mécanique des milieux continus.
Le stage est prévu pour une durée de 6 mois, de Mars à Août 2018, avec possibilité de recrutement.
Contact : Nathalie MONIN, nathalie.monin@bg-21.com +33 6 85 43 96 90
6653.09 - Andra
22 décembre",,
GEO,"


Stage en Risques Naturels – Mouvement de Terrain


Description du poste
Métier 
Ingénieur (e) d'études / ingénieur (e) de recherche
Intitulé du poste :
Stage en risques naturels

Contrat
Stage 
Temps de travail
Temps complet
Durée du contrat 
6 mois

Description de la mission

Service géologique national, le BRGM est l'établissement public de référence dans les applications des sciences de la Terre pour gérer les ressources et les risques du sol et du sous-sol (www.brgm.fr). Son action est orientée vers la recherche scientifique, l'appui aux politiques publiques et la coopération internationale.
Le BRGM recherche pour sa direction régionale Guadeloupe, un(e) stagiaire pour étudier l’impact du changement climatique sur la stabilité des sols en Guadeloupe.  
Dans le cadre d’un projet européen de recherche sur les « Conséquences du Changement Climatique aux Antilles Françaises – C3AF » en partenariat avec l’Université des Antilles, Météo-France et l’Université de Montpellier 3, le BRGM cherche à mettre en œuvre des méthodes innovantes permettant de mieux appréhender l’aléa mouvement de terrain en Guadeloupe et simuler de manière crédible ces impacts potentiels dans un contexte de changement climatique. 
En effet, une des conséquences directes et impactantes du changement climatique sera l’évolution des régimes de pluies. Or, les mouvements de terrains sont en grande partie directement liés aux précipitations. Une prise en compte des effets du changement climatique sur la stabilité des terrains est un enjeu très important pour des territoires comme ceux de la Basse-Terre présentant des forts reliefs, une forte densité de population et de nombreux enjeux.

Basé(e) à Petit-Bourg au sein d’une équipe pluridisciplinaire composée de géologues, d’ingénieurs en risques naturels, d’hydrogéologues, le (la) stagiaire contribuera à l’élaboration d’un modèle géotechnique et géophysique des formations superficielles en 3D et contribuera au développement d’une méthodologie innovante permettant d’évaluer la stabilité des sols en contexte de changement climatique et des impacts directs potentiellement attendus. 

La méthodologie développée sera appliquée sur un des trois études de cas prévue dans le cadre de ce projet et viendra compléter les travaux menés au préalable par le BRGM sur l’améliorations des méthodes de zonage de l’aléa glissements de terrain pour la prise en compte des effets du changement climatique sur la stabilité des sols.
Cette mission comprendra plusieurs phases : 

État de l’art de la littérature scientifique sur l’évaluation risques naturels et sur la caractérisation des impacts directs et indirects du changement climatique;
Recueil et synthèse des données géologiques et géotechnique existantes sur le sous-sol en Guadeloupe ;
Analyses et exploitation des données de Météo-France issues du projet sur les projections climatiques sur la période 2040-2070 (températures, précipitations) ainsi que sur les indices et données spatialisées ; 
Acquisition de nouvelles données géologiques et géotechniques sur les formations superficielles et suivis de campagnes de forages en Basse-Terre ;
Élaboration d’un modèle géotechnique et géophysique des formations superficielles en 3D ;
Rédaction de synthèses scientifiques et rédaction du mémoire de master.
Parallèlement à son implication dans ce projet, le stagiaire sera également invité à participer à la réflexion scientifique commune de l’équipe sur les sujets des risques naturels et du changement climatique en Guadeloupe.  
Profil 
Compétences et qualités requises : 
Savoir-faire : Connaissances fondamentales sur les mouvements de terrain, la géophysique, la géotechnique et la mécanique des sols. 
Bonnes qualités rédactionnelles et relationnelles, intérêts pour le travail en équipe et de terrain, capacité d’analyse et de synthèse, appétence pour les outils de modélisations numériques, maîtrise d’un outil SIG (ArcGIS, Qgis), 
Permis B exigé 
Savoir-être : Autonomie, dynamisme, curiosité, enthousiasme relationnel. 
Spécificités du poste : 
Stage de Master ou ingénieur en prévention et gestion des risques naturels et/ou géotechnique avec un intérêt pour la gestion intégrée des risques naturels.
Niveau d’études requis : BAC + 5
Durée du stage : 6 mois
Basé à Petit-Bourg (971), le poste est à pourvoir à partir du 01/03/2018. 
Votre lettre de motivation en langue française et un CV sont à adresser jusqu’au 14/01/2017 à y.legendre@brgm.fr

Localisation du poste

Pays
Guadeloupe (971)

Ville
Petit-Bourg ",,
GEO,"DIMENSIONS
Page 1 sur 1
.EXE
BUREAU D’ETUDE
GEOTECHNIQUE
D’ EXECUTION
OFFRE DE STAGE - 2018
•
Présentation de l’entreprise
DIMENSIONS.EXE est un bureau d'études géotechniques basé en région Rhône-Alpes (bureau à
Savoie Technolac au Bourget du Lac), composé de 2 ingénieurs.
Société indépendante, créée en Janvier 2012, filiale de la SAS EQUATERRE, DIMENSIONS.EXE est
un BET voué essentiellement au dimensionnement des ouvrages géotechniques (mission G3 -
phase Etude), et au suivi des travaux associés (mission G3-Phase suivi).
Les ouvrages étudiés sont, par exemple :
- Paroi clouée,
- Paroi berlinoise ou écran de soutènement,
- Reprises-en sous-œuvre,
- Pieux et/ou micropieux de fondations,
- Fondations superficielles, radier,
- Renforcement de sol par inclusions rigides,
- Etc...
DIMENSIONS.EXE possède plusieurs logiciels géotechniques (KREA V3, TALREN4, FOXTA V3,
GEOMUR, GEOSPAR, PLAXIS 2D), logiciel structure (ROBOT), et logiciel de DAO (AUTOCAD,
COVADIS) permettant de répondre principalement aux besoins des entreprises de génie civil et
de travaux spéciaux.
•
Profil :
Ce stage s’adresse à des élèves Ingénieur(e) géotechnicien(ne) en 4 ème ou 5 ème année.
•
-
-
-
-
-
-
Missions :
Analyse des données géotechnique fournies ;
Définition des modèles géotechniques ;
Dimensionnement des ouvrages, à l’aide de logiciels spécialisés ;
Dimensionnement des éléments de structure associés (parement béton, poutre BA, lierne,
butons, etc...) ;
Elaboration des notes de calculs, sous la tutelle du maître de stage ;
Elaboration des documents d’exécution (plan d’implantation, vue en élévation, coupes de
principes) sous AUTOCAD et COVADIS.
N. CARIBOTTI
Agence : SARL DIMENSIONS.EXE – Savoie Technolac, 18 Boulevard de la mer Caspienne - BP 245 - 73374 LE BOURET DU LAC
Tel : 04.72.79.68.60 / E-mail : contact@dimensions-geotechnique.fr / web : www. dimensions-geotechnique.fr
SARL au capital de 5 000 Euros / R.C.S Annecy n° 539 928 796/ APE 7112B / Siège social : 6 rue de l’Euro MEYTHET 74960 ANNECY",,
GEO,"DIMENSIONS
Page 1 sur 1
.EXE
BUREAU D’ETUDE
GEOTECHNIQUE
D’ EXECUTION
PROPOSITION SUJETS PFE - 2018
•
Présentation de l’entreprise
DIMENSIONS.EXE est un bureau d'études géotechniques basé en région Rhône-Alpes (bureau à
Savoie Technolac au Bourget du Lac), composé de 2 ingénieurs.
Société indépendante, créée en Janvier 2012, filiale de la SAS EQUATERRE, DIMENSIONS.EXE est
un BET voué essentiellement au dimensionnement des ouvrages géotechniques (mission G3 -
phase Etude), et au suivi des travaux associés (mission G3-Phase suivi).
Les ouvrages étudiés sont, par exemple :
- Paroi clouée,
- Paroi berlinoise ou écran de soutènement,
- Reprises-en sous-œuvre,
- Pieux et/ou micropieux de fondations,
- Fondations superficielles, radier,
- Renforcement de sol par inclusions rigides,
- Etc...
DIMENSIONS.EXE possède plusieurs logiciels géotechniques (KREA V3, TALREN4, FOXTA V3,
GEOMUR, GEOSPAR, PLAXIS 2D), logiciel structure (ROBOT), et logiciel de DAO (AUTOCAD,
COVADIS) permettant de répondre principalement aux besoins des entreprises de génie civil et
de travaux spéciaux.
•
Proposition de sujets de PFE :
« Dimensionnement d’un renforcement de sol par inclusions rigides sous semelles
suivant les recommandations ASIRI– Elaboration d’une feuille de calcul sous Excel ».
« Parois clouées – Elaboration d’abaques de prédimensionnement »
« Parois clouées - Détermination des efforts internes dans les clous – Analyse
comparative entre calcul analytique et calcul aux éléments finis »
N. CARIBOTTI
Agence : SARL DIMENSIONS.EXE – Savoie Technolac, 18 Boulevard de la mer Caspienne - BP 245 - 73374 LE BOURET DU LAC
Tel : 04.72.79.68.60 / E-mail : contact@dimensions-geotechnique.fr / web : www. dimensions-geotechnique.fr
SARL au capital de 5 000 Euros / R.C.S Annecy n° 539 928 796/ APE 7112B / Siège social : 6 rue de l’Euro MEYTHET 74960 ANNECY",,
GEO,"Profil stagiaire Pôle technique 2018
Objectif : Analyser les résultats obtenus par les mesures sur le projet R&D de l’ISD de
Satolas
Présentation de l’entreprise :
Afitex est une PME spécialisée dans le drainage, l’étanchéité et le renforcement des sols
dans les domaines des travaux publics, du bâtiment, de l’environnement et des mines. Son
développement en France et à l’international repose sur l’innovation et la recherche
perpétuelle de procédés innovants générateurs d’économies pour le domaine de la
construction.
Durée du stage : 3 mois minimum
Lieu du stage : Champhol (28), France. Quelques déplacements à prévoir dans la région de
Lyon (site SUEZ de SATOLAS notamment) et à l’IRSTEA d’Antony.
Niveau de formation recherché : deuxième ou troisième année école d'ingénieur (gestion de
l’eau, dynamique fluviale, conception mécanique des ouvrages, hyraulique, géologie,
mécanique des sols, géotechnique, matériaux)
Objectif du stage :
Sous la direction du Responsable du Pôle technique et du pilote du projet, il s'agit de
travailler sur l’analyse des données récoltées depuis 4 ans sur un drainage en couverture
d’une décharge (site SUEZ de SATOLAS, près de Lyon). L’objectif du projet est de démontrer
le processus progressif d’imperméabilisation qui doit théoriquement se produire suite à la
pose du DRAINTUBE FTP en couverture. Il s’agit dans un deuxième temps d’identifier les
limites de cette expérience in situ et éventuellement proposer un second essai en tenant
compte des limites du premier (proposition et rédaction d’un protocole expérimental pour
une continuité de l’essai.
Déroulement du stage :
- étude et recherche bibliographique sur les géosynthétiques de drainage AFITEX et sur
l’historique du projet lancé.
- Récolte des données mesurées depuis 4 ans sur le site de SATOLAS
- Analyse des données avec pertinence, retours et conclusions de l’étude.
- Analyse des limites de l’essai en place
-Aide à l'élaboration d'un second protocole expérimental pour la continuité de l’essai.
Profil recherché : Ce projet implique d’aimer les travaux pratiques mais aussi la modélisation
théorique. Il implique d’être curieux, dynamique, créatif, motivé et autonome. Bon
relationnel et sens de la coordination attendus. Permis de conduire fortement recommandé.
Pré-requis : hydraulique des fluides, géotechnique, mécanique des sols.",,
GEO,"Stage DT - 2018
Stage de 6 mois – Projet de fin d’études - 2018
Fondasol est un bureau d’études en ingénierie géotechnique qui conseille les constructeurs pour la conception
d'ouvrages géotechniques et l’étude de l’interaction sol-structure.
Fondasol recherche pour sa direction technique et scientifique, au siège à Avignon (84), un(e) stagiaire pour travailler
sur des analyses comparatives entre modules issus de mesures in situ.
Sujet du stage
Partie 1 :
Analyse comparée des modules pressiométriques et des modules E max et G max déterminés par mesure de type Cross-
hole dans le domaine des très petites déformations afin de tenter d’établir, par site et par faciès, des lois de corrélation
entre ces modules.
Cette analyse est faite dans le cadre de l’étude des lois de dégradation des modules de déformation.
Elle sera menée à partir des résultats de plusieurs dizaines de mesures de type Cross-hole et sondages pressiométriques
réalisées par Fondasol.
Partie 2 :
Analyse comparée des résultats des essais pressiométriques de type haute pression, des essais pressiométriques à
cycles et des essais dilatométriques réalisés sur le faciès du Calcaire Grossier dans le cadre des études du projet Grand
Paris.
Disponibilité : À partir de février 2018.
Lieu du stage : 290 Rue des Galoubets – 84140 Montfavet (proche Avignon)
Profil
Vous êtes en dernière année d’école d’ingénieur et/ou de master en spécialité géotechnique et/ou génie civil et/ou
travaux publics.
Compétences requises
Les compétences nécessaires à la réalisation de ce stage sont :
-
-
-
Connaissance de l’outil informatique : Word, Excel, navigation, ...
Connaissances de méthodes d’études statistiques.
Connaissance de logiciels géotechniques : Foxta, Plaxis, ...
Encadrement et adresse des candidatures
Mme Catherine JACQUARD (catherine.jacquard@fondasol.fr) : Directrice technique
M. Benoit VUILLAUME (benoit.vuillaume@fondasol.fr) : Adjoint au directeur technique",,
GEO,"Offre de stage : Assistant Ingénieur – Cellule
Grands Projets
MOG_GRH_TEC_510
Révision A
Page 1 sur 1
Présentation de la société
TECHNOSOL est un bureau d'études géotechniques intervenant dans les domaines du bâtiment et des travaux publics. La
société compte 49 collaborateurs répartis sur 4 sites (Ballainvilliers, Palaiseau, Caen et Rouen) dont une équipe de laboratoire
de mécanique des sols.
TECHNOSOL a à sa disposition des moyens d’investigations récents et performants (scan de carottes, triax automatique, GPS
Centimétrique, parc de sondeuses polyvalentes renouvelées, logiciels de calculs 3D,...).
La société réalise des missions géotechniques (G1/G2/G3/G4/G5) dans des domaines variés de la construction : bâtiment,
aménagement, infrastructures (LGV, réseaux, transports en commun, etc.), ouvrages d'arts (viaducs, barrages) ,sites industriels,
site portuaires et couvre la totalité des activités en ingénierie géotechnique : reconnaissances de sol, essais en laboratoire,
calculs, modélisations, rédaction de rapports d’étude, suivi d’exécution pour le compte de ses clients (maîtres d’ouvrage,
maîtres d’œuvre, entreprises, experts et assureurs).
TECHNOSOL est leader sur l'obtention des marchés à bons de commandes en Ile de France, qui contribuent à la garantie d’un
volume d’activité à moyen / long terme (4 ans). Ces marchés à bons de commandes concernent les principaux donneurs d’ordre
et aménageurs régionaux. TECHNOSOL est aussi présent sur de grands projets d’infrastructure linéaire, projets d’aménagement
de la région Ile de France (réseau de transport du Grand Paris, interconnexions SNCF, ligne 14 RATP,...).
Au-delà de ces activités, le développement de TECHNOSOL s’inscrit dans le cadre de missions à forte valeur ajoutée technique
par l’implication de la société dans des projets complexes nécessitant des outils et méthodologie d’ingénierie avancés
(reconnaissances spécifiques, modèles géotechniques avancés, modélisations 3D...)
Mission de stage
Intégré(e) à une équipe, et sous la responsabilité de la responsable de la Cellule Grands Projets, vous participez à la
préparation, au suivi et au dépouillement de chantiers de reconnaissances majeurs (clients SNCF, RATP, Grand Paris ; chantiers
de plusieurs semaines à plusieurs mois).
Profil
Etudiant(e) en dernière année d’un cycle Ingénieur Géologie/Géotechnique (type Polytech’Paris, Polytech’Grenoble, ENSG,
UniLaSalle Beauvais, ESITC ...), vous souhaitez intégrer un bureau d’études pour vous familiariser avec l’ingénierie géotechnique.
Vous avez déjà été amené(e) à utiliser AutoCAD et vous êtes à l’aise, d’une façon générale, avec l’utilisation de logiciels
techniques et avec la lecture de plans.
Points forts du stage





Projets complexes à forte valeur ajoutée (LGV, Ligne 14, Grand Paris, etc.) pour des clients exigeants (SNCF, RTAP ...)
Leader sur l'obtention des marchés à bons de commandes, visibilité à long terme ;
Développement de l’activité d’ingénierie ;
Intégrer une équipe jeune, dynamique et en développement ;
Intégrer JEI, Groupe indépendant aux métiers complémentaires : sites et sols pollués, hydrogéologie/ géothermie, structure.
Conditions
 Début et durée de stage : Intégration possible dès janvier 2018 – pour 6 mois
 Stage basé à Ballainvilliers (91) – Déplacements à prévoir en IDF – Permis B nécessaire
 Gratification : 850 € bruts mois + TR / Possibilité d’embauche à l’issue du stage
Contact
 Déposer votre candidature sur notre site Internet http://www.jei.fr/carrieres/candidature
 Pour plus d’informations : www.technosol.fr",,
